DESCRICAO,APRESENTACAO,QUANTIDADE,TOTAL_BRUTO,TOTAL_LIQUIDO,PROD_SALDO,VALOR_ULT_COMPRA
NOVAMOX 2X  70 ML  400 MG/57 MG,70 ML400MG/57MG,4,230,184,2,"41,17499924"
DIURIX 25MG,30 COMPRIMIDOS,61,"229,679996","201,6799965",22,"0,959999979"
PROFLOX,500MG FR 14 COMP,4,"229,1800003","183,3300018",1,"42,77999878"
ACEBROFILINA ADULTO 120ML EURO,10mg/ml xpe fr 120ml +cm,8,"229,0399933","114,4800034",0,"8,449999809"
NEUTROFER GOTAS 30 ML 250 MG/ML,250 MG.GOTAS 30 ML,5,"228,8100014","187,5500069",2,"36,38999939"
PLENANCE,10mg cx 90 comp rev,2,"228,25","182,5999985",0,"81,76999664"
TROK G,30G,10,"227,9000092","182,2999954",7,"17,84000015"
ACETILCISTEINA 600MG 16ENV,600mg cx 16 env x 5g,5,"227,7499962","113,8500023",0,"15,22000027"
AFRIN PED 20ML,fr 20ml ped,16,"227,3399935","178,9699993",1,"10,64000034"
DOLAMIN FLEX 12 COMP,"125+5,0mg cx 12 comp rev",6,"227,1600037","189,4699993",1,"29,12999916"
"CIXIN 0,5MG 20 COMP","0,5mg cx 20 comp",9,"227,0699978","121,3599997",0,"5,840000153"
CALOTRAT 5ML,LIQUIDO,9,"226,0800076","113,0400038",9,"9,880000114"
PREDSIM 15 MG. 5 ML SOL.60 ML,60 ML=15 MG/5ML,9,"225,6599979","180,5400066",6,"18,71999931"
STILL COLIRIO,COLIRIO,15,"225,6299992","183,5",4,"10,75"
MUCOXOLAN XPE ADULTO 120ML,6mg/ml xpe fr 120ml adu,11,"225,5",123,1,"3,390000105"
NISTATINA,100mui/ml sus or fr cgt 50ml,10,"225,2000046","112,6000023",4,"6,086699963"
GASTROL PAST C/20.,LUPER C/20 PAST.,23,"222,1999969","115,1999984",-4,"3,910000086"
SIMETICONA,40mg cx 20 comp,17,"221,1800051","115,7000031",1,"2,50999999"
NISOFLAN,100MG CX 12 COMP,17,221,"122,5",53,"2,130000114"
VOXX 100% PRO WHEY SAC 900G SBR CHOC,,4,220,220,2,46
ANCORON,200mg cx 30 comp rev,5,"219,7999954","175,8499908",0,"30,85000038"
ANADOR,500mg cx 240bl x 4 comp e.m,1,"219,3600006","164,5200043",3,"156,3399963"
NAPROXENO SODICO,550mg cx 10 comp rev,12,"218,519989","114,7599974",0,"5,97329998"
TEFIN CREME 1%,20G,8,"218,489996","163,8900051",1,"20,42000008"
FLUCANIL,150mg cx 2 cap,13,"217,7999916","108,8999958",3,"2,265799999"
TADALAFILA 20MG 2 COMP,20mg cx 2 comp rev,6,"217,5399933","108,7900009",0,"4,626699924"
BRONCHO VAXOM 7MG 30 CAPS,7mg po liof cx 30 cap gel,1,"217,5",165,0,"157,3300018"
APAR PRESS AUTO INCOTERM MP100,,2,217,194,2,"69,98000336"
VIGADEXA,5ML,6,"216,2400055","172,9799995",1,"28,20000076"
MICOSBEL POMADA,30 GR-BF,10,"216,0499954","145,4899969",7,"7,96999979"
MINIMA,"0,06+0,015mg cx 72 comp rev+12comp",3,"215,6900101","172,5600052",1,"50,09999847"
TORSILAX,125+50+300+30mg cx 200 comp emb fr,1,"215,5399933","107,7699966",1,"47,83000183"
AZUKON MR 60COMP,6x10 tab,8,"215,2399979","172,2000046",1,"19,68000031"
ACEBROFILINA PED. 120ML,5mg/ml xpe fr 120ml+cm,10,"215,1000023","118,2600002",1,"6,144999981"
ATURGYL SPRAY NASAL 15 ML,ADULTO 15 ML (SANOFI),16,"214,8499985","179,9600048",4,"10,06000042"
BLEPHAGEL GEL 40G,,2,"214,6999969","171,7599945",0,"75,15000153"
HIPOGLOS AMENDOAS 40G,40 G,13,"214,5","174,8999977",4,"11,64999962"
PANTOGAR NEO 60CAPS,NEO fr 60 cap,2,214,"190,4599991",0,"72,80999756"
PREDSIM 20 MG C/10 (PREDNISOLONA),20 MG C/10,8,"213,4400063","170,7299957",7,"19,22999954"
ACECLOFENACO,100mg cx 12 comp rev,7,"213,2999992","106,6499996",5,"6,573299885"
ALOPURINOL,300mg cx 30 comp,7,"213,0699978","158,1199999",0,"9,199999809"
EUTHYROX 50 MCG,50 COMPRIMIDOS,7,"213,0599995","170,4500027",4,"20,98999977"
CIFLOGEX DIET,3MG CX 12 PAST,14,"211,8200016","154,3100033",4,"5,963300228"
MUPIROCINA POMADA DERMATOLOGICA,20MG /G,6,"211,5300064","126,7700024",6,"13,28999996"
LEITE MAGNESIA PHIL 350ML TRAD.,,12,"210,9200058","175,3399982",0,"13,36999989"
OXOTRON 60MG 15 COMP,60mg cx 16 comp,8,"210,7200031","168,5899963",1,"18,96999931"
POSTEC ,20 G,2,"210,1999969","168,1600037",1,"81,16999817"
CLORIDRATO DE RANITIDINA 150MG 20 COMP,150mg cx 20 comp rev,8,"209,9200058",113,1,"6,300000191"
BROMOPRIDA GOTAS 20ML,4mg/ml sol or fr gts 20ml,14,"209,7199936","104,8599968",0,"2,50999999"
LORATADINA,1mg/ml xpe fr 100ml,9,"209,0699959","126,5699968",0,"5,465000153"
LUVAS PROCED CREMER M C  100,,8,208,"197,5999985",3,"17,70000076"
SUNDOWN FPS 50 120 ML,FPS 50 120 ML,6,207,"193,2000008",11,"24,54999924"
ACETONIDO DE ALGESTONA+ENANTATO 1ML,sol inj 1ml,18,"206,8400021","132,6200013",-3,"6,670000076"
CORDAREX,10mg cx 30 comp,5,"206,7099953","165,3800011",1,"29,55999947"
PRYLTEC,20MG CX 30 COMP,6,"206,6399918","103,3199959",25,"6,903299809"
CLORIDRATO DE RANITIDINA,150MG CX 20 COMP,8,"206,6200047","116,1400023",4,"6,5"
PROMIM CREME VAG 30G,10mg/g crem vag bg 30g+20 aplic,3,"206,1800003","164,9400024",0,"48,56999969"
BRONDILAT XAROPE 120 ML        *,"ADULTO 120 ML""ACHE""",6,"201,7699966","161,4100018",3,"26,39999962"
DICLORIDRATO DE BETAISTINA 24MG 30COMP,24mg cx 30 comp,6,"201,5099945","123,6300011",0,"13,42000008"
DESLORATADINA,5mg cx 1bl x 30 comp rev,2,"201,0399933","100,5199966",3,"25,44000053"
BRASART BCC,320+10mg cx 30 comp rev,3,"200,6399918","160,5",0,"54,18999863"
ABS.INTIMUS GEL SOFT C/ABAS C/8 UNID.,7896007540617 C/ABAS C/8 UNID.,57,"200,1599994","198,7499993",3,"127,0100021"
ACHEFLAN,CREME 30G,5,"200,1199989","160,1000023",1,"31,43000031"
NEOSORO H 3%,60 ML,10,"199,7999954","105,8799992",2,"7,974999905"
NEUTROGENA SUNFRES FPS50 200ML,,4,"199,6000061","199,6000061",2,"33,59999847"
VENALOT,COMP,4,"199,3999939","159,5200043",1,"38,45000076"
DIGESTIL (BROMOPRIDA ) 10 MG C/20,BROMOPRIDA TEUTO  10 MG C/20,9,"198,5399952","69,47999811",0,"4,775000095"
ACEBROFILINA,10mg xpe fr 120ml+cm,7,"198,3800011","99,19000053",0,"7,30670023"
TERMOMETRO DIGITAL BRANCO G-TECH ,,12,198,"174,8999987",4,"8,029999733"
BRONDILAT XAROPE PED. 120 ML   *,PEDIATRICO 120 ML,7,"197,6399975","158,1200047",7,"21,43499947"
ASTRO,500MG CX 5 COMP,7,"197,4900055","157,9800014",0,"21,15999985"
PYR PAM DRG. C/6,C/6 DRAGEAS,8,"197,0600052","141,1800003",3,"16,09000015"
VARICELL PHYTO,fr 20 cap,3,"196,3200073","157,0499954",1,"46,68999863"
EXTRATO DE PROPOLIS 20ML,,17,"195,5","187,4499998",8,"6,46999979"
OLINA ESSENCIA DE VIDA 60 ML,WESP LTDA 60 ML,11,"195,3899956","163,7699966",6,"13,48999977"
APARELHO PRESSAO DIGITAL AUTOM.BRACO LA250 G-TECH-,,1,195,156,0,130
ZYPRED,fr 6ml,3,195,156,0,"46,02000046"
FLUCONAZOL,150mg cx 2 cap,13,"194,869997","104,869997",7,"3,329999924"
FLUIMUCIL 600MG EFERV.C/16 COMPR,C/16 EF.SIMPLES,2,"194,4700012","155,5800018",0,"70,01999664"
CETOCASP CETOCONAZOL SHAMPOO ANTICASPA 120ML,,6,"194,4599991","97,25999451",1,"6,369999886"
FOLOGO-ROSA,PO,5,"194,4500008","155,539999",7,"30,19000053"
BEROTEC,2mg sol aer tb 10ml+bocal,8,"194,3000031","155,4199944",2,"18,64999962"
TRIMEDAL,"500+0,5+15+40MG CX 24 COMP",8,"193,159996","154,5200043",3,"18,54999924"
CETOCONAZOL 200MG 30 COMP,200mg cx 30 comp,3,"192,5700073","96,29999542",1,"9,989999771"
CELESTAMINE XAROPE,120 ML,4,"191,920002","153,5499992",0,"35,47999954"
GROW VIT 240ML LARANJA ,,3,"190,9500046","159,1199951",1,"47,25"
SILIMALON DRAG. C/20,,5,"190,3499985","152,2999954",2,"28,34000015"
QUEIMALIVE POMADA 30 GR,30 GR.,10,"190,3100071","142,9499989",7,"7,820000172"
DRAMIN CAPSGEL 50MG 10CAPS,50mg cx 100 cap emb frac,2,"189,8000031","147,0899963",2,"73,29000092"
REDERMIC HYALU C 40ML-DEMAIS PROD,,1,"189,4700012","151,5800018",0,"140,3500061"
SANY D 7000 8 COMP,7.000ui cx 8 comp rev,7,"189,1600037","151,3399982",2,"21,20000076"
NOVALGINA GOTAS 10 ML         ,10 ML  GOTAS,18,"188,8400002","151,1200027",4,"7,960000038"
ROC MINESOL OIL FPS60 COR 50G,,2,"186,9600067","149,5599976",0,"62,31999969"
PHOSFOENEMA,FR 130ML,13,"186,8599977","149,4400005",6,"11,07999992"
NOTUSS TSS,"3,0mg/ml xpe fr 120ml+cop",10,"186,2599983","152,6799965",5,"12,60999966"
ADIPEPT,40mg cx 28 comp rev,4,"185,6299934","148,5200043",2,"29,40999985"
TIOCONAZOL TINIDAZOL CREME VAGINAL 20 MG/G,35 G,4,"184,6100044","92,31999969",3,"14,34500027"
FERANE 35,"2+0,035mg cx 63 drg",3,"184,2599945","147,4199982",1,"46,27000046"
MALEATO DE ENALAPRIL,20mg cx 30 comp,4,"183,390007","91,71000099",1,"8,670000076"
SECNIDAZOL 1000MG 4 COMP,1000mg cx 4 comp,7,"182,7000027","91,35000134",2,"3,816999912"
HISTAMIN 2 MG/5 ML ,100 ML,12,"182,159996","91,02000237",6,"5,124700069"
FRALDA GERIATRICA CONFORT MASTER REGULAR EG 7UN (1,,11,"181,5","175,1999998",2,"11,98999977"
CLORIDRATO DE RANITIDINA 120ML,150mg/10ml xpe fr 120ml+ser dos,5,"181,010006","90,49999809",-1,"8,279999733"
VODOL CREME 28 G,CREME C/28 GR,8,"180,9000053","149,2099991",0,"15,64999962"
BENALET C/12 PASTILHAS MEL-LIMAO,MEL LIMAO PFIZER,14,"180,7800026","147,000001",5,"9,93999958"
ARTICO,"1,5+1,2g po sol or cx 30 sach 5g",1,"180,75","144,6000061",0,"136,1799927"
REPELENTE MOSKITOFF SPRAY OIL FREE 200ML,,14,"180,5999947","175,4399948",1,"8,449999809"
DIP BETAMETASONA+FOSF DISSODICO DE,5+2mg sus inj amp x 1ml,9,180,100,7,"6,024199963"
VIMOVO,500+20mg cx 20 comp rev,5,"179,9999962","138,5699997",1,"27,22999954"
FENAFLAN EMULGEL,60 MG-TU,15,"178,7399969","93,06999874",6,"5,026199818"
PLASIL C/20 ,C/20 COMPR,19,"178,7200031","143,0099988",6,"7,349999905"
DIMINUT,3 CX 21 COMP,2,"178,6399994","142,9199982",1,"62,66999817"
SOMINEX 20 CP PASSIFLORA+ASSOC EMS.,,4,"177,7000008","102,5899982",-1,"7,53000021"
DORIL,enxaqueca 250+250+65mg cx 100 comp,1,"177,3899994","133,0399933",5,"122,1900024"
LIDOPASS (LIDOCAINA 50MG/G),25 G,11,"176,2799988","108,6499991",8,"6,199999809"
SAL DE FRUTA ENO,FR 100G SB GUARANA,9,"176,0999928","142,8000011",4,"14,68000031"
ARTROLIVE,FR 30 CAP,2,"176,090004","140,8700027",0,"66,12000275"
CARGA MACH 3 C/4,GILLETE MACH 3 C/4,5,175,161,1,"26,11000061"
NEUTROFER 300 MG.C/30 COMPR.,300MG FR C/30 COMP,4,"174,5099983","148,6199951",0,"32,38000107"
NAPRIX 10MG C/30 COMP NOVO,,3,"174,3599968","149,9600029",1,"42,54000092"
TRIDENT MENTA,,6,174,"150,8000031",6,"19,25"
NISTATINA CR VG 60G+14 APL / GEN NISTATINA,,11,"173,0600014","118,1200004",8,"6,997499943"
FENOFIBRATO,200mg cx 2bl x 15 cap,2,"172,6500015","121,2199974",0,"37,13000107"
CENTRUM,30 COM,3,"172,6499977","138,1200027",0,"39,45000076"
"CANFORA BRAVIR POTE C/200 0,75G",,3,"172,3799973","86,18999863",399,"53,99000168"
SUNDOWN FPS 30 120 ML,FPS 30 120 ML,6,"171,960001","153,6300011",13,"20,54999924"
ACEBROFILINA,50mg fr 120ml+cm,6,"171,720005","85,86000252",0,"7,579999924"
PERLUMES,150mg inj 1 amp x 1ml,15,"171,4500046","118,9000006",-1,"5,488800049"
DRAMIN B6,sol oral fr 30ml ped,10,"171,159996","136,9599991",3,"13,67000008"
ROSUVASTATINA CALCICA 20MG 30 COMP,20mg x 30cpr rev,1,"171,1499939","85,56999969",1,"33,05500031"
FLUCOLCID 150MG C/2 CAPS ,,7,"171,0100021","85,53000164",1,"1,789999962"
ALGESTONA ACETOFENIDA+ENANTATO DE ESTRADIOL,150+10 mg/ml sol inj x 1ml,15,"170,7000017","91,04000092",3,"3,871999979"
PENETRO INALANTE SOL. 45 ML    *,DAUDT OLIVEIRA 450ML,9,"170,6500072","136,5500031",9,"13,17000008"
COLPISTATIN CREME 40G + 10 APL.,,5,"170,5999947","136,4999962",1,"25,70999908"
LACTUGOLD C/120ML AMEIXA (ART NA),,5,"170,5500031","85,2899971",1,"8,319999695"
MAXIDEX COLIRIO,COLIRIO 5 ML,21,"170,3100071","139,5099978",2,"5,900000095"
BENATUX,CX 12 PAST SB FRAMB,11,"170,279995","92,87999725",22,"6,385000229"
PANTOPRAZOL,20mg cx 28 comp rev,3,"170,25","85,11000252",0,"21,51000023"
CLORIDRATO DE NARATRIPTANA,"2,5mg cx 10 comp rev",6,"170,0800018","136,0600014",5,"18,20000076"
FLUTINOL COL. 5ML,1MG SUS OFT FR 5ML,6,"169,5300007","135,6299973",1,"20,98999977"
ACICLOVIR (CREME DERMATOLOGICO),50 MG/G,8,"169,3300056","84,63000202",1,"4,642499924"
GELOL AEROSOL 60 ML,60 ML AEROSOL,5,"169,2900047","135,4399986",2,"25,18000031"
MOTORE 250MG 120 CAPS,250mg fr 120 cap,1,"168,8500061","135,0800018",0,"127,8199997"
DIACQUA 25MG 30COMP,30 COMPRIMIDOS,8,"168,7800007","135,0400028",7,"15,19999981"
ESPIRONOLACTONA,25mg cx 30 comp,8,"168,6699944","90,9299984",1,"7,114999771"
ELANI 28,"3+0,03mg cx 3bl x 28 comp rev",1,"168,5700073","134,8600006",2,"123,9599991"
GASTROL LIQUIDO 250ML.,LUPER 250ML.,5,"168,2099991","84,1099987",2,"10,42000008"
ALCOOL 70% 1LT SANTA CRUZ-LITRO,,16,168,168,12,7
RESPLIX 100ML,7mg/ml xpe fr 100ml,6,168,98,0,"4,489999771"
DESONIDA,"0,5MG CREME BG 30G",6,"167,9400043","114,5300007",0,"7,550000191"
MALEATO DE ENALAPRIL 10MG 30 COMP,10mg cx 30 comp,5,"167,640007","117,630003",0,"5,510000229"
ARFLEX,200mg cx 6 cap ret.,5,"167,3399963","133,8699989",1,"24,5"
POLARAMINE 6MG,DRAGEA REPETABS,8,"167,1999969","133,7600021",6,"15,55000019"
NEUTROFER FOLICO C/30 COMPR.,FOLICO C/30 COMPR,5,"166,4600067","133,1800003",1,"26,48999977"
EPAREMA DRG. C/20,,6,"166,4000015","133,1300011",1,"20,77000046"
MILLAR POM,pom derm bg x 30g,4,"166,2400055","141,3100014",1,"43,5"
NOOTROPIL 800 MG C/30 COMPR,CX.C/30 COMP.,5,"166,1299934","132,9000015",1,"25,78000069"
BIO C ZINCO X 10 COM EFEV ,,10,165,"82,5",2,"5,579999924"
PENVIR,125MG CX 10 COMP,2,"164,5400009","131,6299973",1,"63,00999832"
PURAN 112 MCG.C/30 COMPR.,112 MG.C/30 COMPR.,7,"164,4000015","136,3800011",3,"17,82999992"
OLEO MINERAL 100 ML FARMAX,FARMAX OLEO MINERAL,8,"164,3200073","88,32000351",4,"4,019999981"
SALICETIL,100mg cx 500 comp,2,"163,9400024","81,98000336",1,"20,70000076"
FENTIZOL,CREME VAGINAL,5,"162,5699959","136,6499977",1,"24,88999939"
ATENOLOL,25MG,45,"162,4699986","150,0099988",22,"1,434999943"
ASTRO 900 MG AZITROMICINA 200 MG/5 ML,"22,5 ML APOS RECOSTITUI��O",3,"162,4400024","129,9400024",1,"41,75999832"
DORALIV,100mg susp or fr 20ml,7,"162,3499947","134,0300026",1,"17,5"
SINVASTATINA�20MG 30 COMP,20mg cx 2bl x 15 comp rev,5,"162,2299919","100,8299999",1,"6,989999771"
FORXIGA 10MG 30 COMP,10mg cx 30 comp,1,"162,1300049","129,6999969",0,"121,5999985"
SIMETICONA 75MG EMUS OR C/15ML GEN ,,14,"161,9799957","80,95000219",2,"1,99000001"
ZETSIM,10+20mg cx 30 comp,2,"161,8600006","129,4900017",0,"59,77999878"
DILABRONCO XPE PED 120ML,5mg xpe fr 120ml+cm,9,"161,4400024","80,72000122",3,"5,161699772"
SUCRAFILM 1 G C/30 COMPRIMIDOS,"1 G C/30 COMPR""SIGMA PHARMA""",3,"161,3399963","129,0600014",-1,"41,72000122"
TAMARINE ZERO A�UCAR 150G,fr 48 150g+col zero acuc,3,"161,2899971","129,0399971",2,"43,79000092"
PERCOF,XPE FR 120ML,5,"160,829998","128,6700001",1,"23,30999947"
ALGODAO 50G CREMER CX 80UN,,7,"160,6500053","139,9900045",16,"23,98999977"
LABEL,40mg/ml sol or fr 45ml,4,"160,1099968","136,0300026",2,"29,95000076"
ABRIFIT XPE 100ML,7mg/ml xpe fr x 100ml + cp-dos,5,160,80,1,"5,989999771"
PAMP SUPERSEC PCTE ECO P 24UN,,10,160,160,-2,"13,50500011"
VOXX ALBUMINA PO SAC 500 G S/ SABOR,,4,160,152,6,"29,30999947"
PROPIOSOL POMADA 30 GR. NEO QUIMICA,POMADA 30 GR.,6,"159,5199966","87,61999989",9,"7,400000095"
BRASART HCT,"160/12,5mg cx 30 comp rev",3,"159,4799995","127,5900002",1,"39,79999924"
BRASART HCT,160+25mg cx 30 comp rev,3,"159,4799995","127,5900002",0,"39,79999924"
FUNGIROX ESMALTE 6G,,1,"158,9799957","135,1300049",0,"104,3600006"
TROPINAL SOLUCAO  NOVAQUIMICA  *,15 ML GOTAS,8,"158,4799957","126,8000031",1,"14,85999966"
OMENAX,20mg cx 28 cap,9,"158,119997","79,09999943",3,"3,396699905"
SYNTHROID 50MCG COMPR.C/30 BRANC,50 MG C/30,5,"157,4499989","132,2500019",1,"23,76000023"
CLORIDRATO DE RANITIDINA 150MG,150mg cx 20 comp rev,5,"156,9499969","78,4499979",1,"3,993000031"
ACIDO TRANEXAMICO,250mg cx 1bl x 12 comp,4,"156,6799927","109,6900005",0,"16,73999977"
SONRISAL,cx 60 comp eferv sb limao,3,"156,6299973","109,6500015",4,"37,99000168"
MASSAGEOL POMADA 30 GR,30 GR-NQ,9,"156,1800041","87,09000206",4,"5,460000038"
ULTRAFER 100MG 30COMP,100mg cx 30 comp rev,3,"156,0699997","124,8599968",0,"39,38000107"
LUVA LATEX DESCARPACK TAM M,,6,156,"135,1999969",1,"17,98999977"
BUPROVIL,600mg cx 20 comp,8,"155,6799927","77,83999634",0,"6,139999866"
CLORTALIDONA 25 MG.C/60 COMPR. EMS,25MG C/60 COMP GENERICO,6,"155,1299973","73,50999928",2,"12,53999996"
VALERIMED 50 MG C/20 COMPR,"VALERIANA""CIMED""",10,"155,1000061","120,4000034",7,"5,269999981"
PROFLAM 100 MG C/12 COMPR.,CX C/12 EUROFARMA,3,"154,9799995","123,9900055",2,"38,75"
GYNAZOLE CR.VAGINAL 2%,CR.VAG. 2% C/1 APLIC.ENV. 5G                      ,2,"154,6199951","123,7000008",0,"58,43999863"
FRESH TEARS,5% SOL FR 10ML,4,"154,5699997","131,6200008",2,"29,69000053"
MODURETIC 50/5,COMPRIMIDO,7,"154,4799957","123,5800037",5,"15,56000042"
LIPITOR 20 MG C/30 COMPR.,"C/30""PFIZER""",1,"154,2899933","123,4300003",0,"111,6100006"
SAB GRANADO GLIC BEBE  250ML,,10,"154,1999989","141,9199991",4,"10,93999958"
ESCOVA DENTAL COLGATE WHITENING,SUAVE MACIA,20,"153,9999962","115,6000042",4,0
MELOXICAM,15mg cx 10 comp rev,5,"153,7299976","76,86999893",12,"5,519999981"
PONSTAN 500 MG C/24 COMPRIMIDOS,C/24 COMPRIDOS PFIZER,5,"153,2400036","122,6000004",3,"23,57999992"
BENEGRIP MULTI 240ML,"13,30+0,33+ 0,13mg sol or x 240ml",4,"153,1999969","122,5600014",1,"28,38999939"
BESILATO DE ANLODIPINO 10MG 30 COMP,10mg 3bl x 10cpr,3,"153,0899963","76,53000069",0,"10,82999992"
DEXILANT 60MG 60 CAPS,60 mg cap lib retard ct bl al/al x 60,1,"152,9299927","122,3399963",1,"115,7799988"
REPOPIL,cx 3bl x 21 comp rev,3,"152,6300011","122,1000023",0,"17,56999969"
VARICELL CREME 300G,creme diabeticos bg 300g,3,"152,279995","147,1999969",0,"33,09000015"
ALGINAC RETARD,1+100+100+100mg cx 10 com rev,3,"152,1600037","131,8800049",0,"39,04000092"
CLARIL COLIRIO 15 ML,COLIRIO 15 ML,11,"150,7400036","120,6000013",3,"10,59000015"
GELOL  POMADA 20 G,POMADA 20 GR,9,"150,6599979","120,5000019",0,"13,42000008"
ALOPURINOL 300 MG,30 COMPRIMIDOS,7,"150,5","75,25",0,"6,002500057"
CETOPROFENO GOTAS 20ML EUROFARMA,20mg/ml sol or fr got 20ml,9,"150,3000069","75,15000343",-1,"4,831299782"
LEITE MAGNESIA PHIL 350ML HORTELA,,9,"150,3000031","125,2100019",1,"13,52999973"
"VITANOL A CREME 0,1% 30 G","CREME 0,1% 30 GR.",3,"150,0600014","130,0600014",1,"38,20000076"
DES.AER.REXONA MEN IMPACTO 90G,,10,150,"127,5",2,"8,720000267"
LUVA LATEX PROCEDIMENTO P C/100 DESCARPACK-CAIXA-,,5,150,132,-1,20
SERINGA DESC.5ML C/AG 25X7 C/100 DESCAR,,100,150,75,699,"0,400000006"
DECONGEX PLUS XAROPE 120 ML.,XPE FR C/120 ML,9,"149,6699944","119,7399979",2,"13,01000023"
LAMINA WILKINSON 3UN,,16,"149,1199951","145,3999958",5,"17,54249954"
OLEO MINERAL 100ML,fr c/ 100ml,10,"148,5999966","78,7599988",3,"4,289999962"
MIRUGELL COLIRIO 5ML,colirio fr 5ml,9,"148,5","128,6999989",3,"17,04000092"
TROK N CREME 10 GR.,CREME BG C/10G                                    ,10,"148,4599972","118,7299976",9,"11,57999992"
CLENS 100 15 ML COLIRIO,GOTAS UMIDIFICANTES,4,"148,0699997","122,1500015",1,25
DIGESAN 10 MG CAPS. C/20,,4,"147,5599976","125,5899963",1,"28,38999939"
NEO CEBETIL COMPLEXO,sol inj cx amp x 10ml,9,"147,0600014","98,02999878",2,"11,47000027"
SORINE SSC,9mg sol nas fr 50ml s/conserv,7,"146,7700005","117,420002",1,"16,06999969"
NORIPURUM AMP.5 ML INDOVENOSA,"GELADEIRA  5 ML X 5 AMPOLAS""IV""",11,"146,6499977","120,0499992",9,"10,00399971"
"PROTOPIC 0,1% POM DERM BG 30G",,1,"146,3999939","117,1200027",0,"109,8000031"
FLIXOTIDE 50MCG SPRAY 120DOSES,50mcg spray 120 dos,1,"146,3600006","117,0899963",0,"108,8899994"
FERRONIL,40MG CX 50 DRG,9,"146,3399992","73,20000029",2,"5,820000172"
HEMODASE POM 25G C/ 10 APLIC ,,4,"145,5599976","105,7699986",0,"13,31999969"
MUVINLAX,20 SACHES X 14G,4,"144,8000031","116,8799973",0,"27,40999985"
FLANCOX 500MG. 14COMP,500mg cx 14 comp rev,4,"144,5599976","115,6399994",1,"26,02000046"
LIPLESS 100MG 90 COMP,100mg x 90cpr,1,"144,5599976","115,6500015",0,"99,33999634"
ARADOIS H 100/25MG C/90 COMP ,,1,"144,3999939","115,5199966",0,"99,23000336"
PANTOPRAZOL,20mg cx 28 comp,3,"144,2999954","86,57999802",0,"7,550000191"
"TECNOMET 2,5 MG.C/20 COMPR.","ZODIAC 2,5 MG. C/20",5,"144,0999985","123,9800014",2,"19,84499931"
BIOFLAC 15 MG.C/10 COMPR.,15MG CX C/10 CPR                                  ,3,"143,9100037","115,1400032",1,"32,61999893"
CLORIDRATO DE DOXICICLINA,cx 15 comp,3,"143,6099968","71,79000092",0,"12,97999954"
MUSCULARE,5MG,10,"142,8199997","114,2799988",1,"11,07999992"
PASSAJA,CX 24 FLAC X 4 ML,1,"142,5899963","106,9400024",1,"106,9700012"
BENALET C/12 PASTILHAS MENTA,MENTA PFIZER,11,"141,4000015","120,8900003",8,"9,93999958"
CITONEURIN,5000mg  sol inj  x 3 amp x 1ml,10,"141,3900032","115,9200039",7,"10,39999962"
FLORATIL,200mg cx 6 cap,4,"141,1999969","120,0199986",3,"22,97999954"
NEOSORO INFANTIL,30 ML,17,"141,0600004","70,55000067",-1,"3,272399902"
ARADOIS H 100+25MG 60COMP,100mg+25mg x 60cpr rev,1,"140,9700012","112,7799988",0,"96,87000275"
DIPROGENTA CREME 30 G,30 G CREME,4,"140,2799988","112,2399979",2,"28,26000023"
VICK PYRENA,CX 5 UNIDADES,10,"140,1000023","120,500001",1,"11,23999977"
VOXX PRO BCAA 2400 CAPS PT C/ 100,,4,140,133,2,"27,63999939"
DIAMICRON MR,60mg cx 30 comp,2,"139,6000061","111,6800003",3,"52,34999847"
DESOD AERO REXONA WOMEN COTTON 90G-150ML (1-UN),,9,"139,5","123,9999981",4,"8,569999695"
SOAPEX SABONETE 80 G,80GR,6,"139,2799988","120,7499981",3,"14,97000027"
PVPI SPRAY 100ML - NATULAB LABORATORIO LTDA,,5,"139,2600021","81,99000168",12,"6,28000021"
FLANCOX,400MG,7,"139,2500019","111,4199982",2,"15,47000027"
TORSILAX,125+50+300+30mg cx 12 comp,10,"139,2300034","69,63000202",2,"3,789999962"
ZYLORIC,300mg cx 30 comp,3,"138,1300011","110,5000038",1,"33,41999817"
REPELENTE OFF KIDS SPRAY 200ML,,5,"138,0000019","132,4800014",4,"20,93000031"
DERMOVANCE LO�AO HIDRAT. 200ML,fr 200ml,2,138,"110,4000015",-1,"46,04999924"
VOXX 3X PROTEIN PO SAC 300G SBR BAU,,8,138,138,4,"12,80000019"
"BUSCOPAN 10 MG C/20 DR.""""SIMPLES""""","C/20 DR""SIMPLES""""",10,"137,9699993","107,0100002",-1,"10,09000015"
ATORVASTATINA 40MG 30 COMP,40mg ct c/3bl x 10cpr rev,1,"137,6799927","68,83999634",0,"37,31999969"
DECONGEX PLUS GOTAS 20 ML.,SOL ORAL FR C/20 ML,12,"137,6200027","110,1200008",10,"8,859999657"
ALTA D 7000UI 8COMP,7000ui cx 8 comp rev,5,"137,1400013","109,7000008",1,"21,71999931"
ACIDO MEFENAMICO,500mg cx 24 comp,7,"137,1300011","68,52999973",4,"5,076666832"
HYDRAPORIN LOCAO FRASCO 450G,,1,"136,6999969","109,3600006",0,"95,51999664"
BROMOPRIDA 10MG. 20CAPS,10mg cx 2bl x 10 cap,7,"136,5700016","68,25",3,"5,330999851"
ESPUMA BARBEAR BOZZANO PELE SENSIVEL 190G (1-UN),,7,"136,5","113,1000023",1,12
